Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Sales,Date,Time,Payment,Rating
574-57-9721,Giza,Naypyitaw,Normal,Male,Food and beverages,43.27,90.867,03/08/2019,4:53:00 pm,Ewallet,5.7
459-50-7686,Alex,Yangon,Normal,Female,Electronic accessories,23.46,147.798,1/13/2019,7:14:00 pm,Ewallet,6.4
616-87-0016,Cairo,Mandalay,Normal,Male,Fashion accessories,95.54,702.219,03/09/2019,2:36:00 pm,Credit card,9.6
837-55-7229,Cairo,Mandalay,Normal,Female,Fashion accessories,47.44,49.812,2/22/2019,6:19:00 pm,Credit card,6.8
751-69-0068,Giza,Naypyitaw,Normal,Male,Sports and travel,99.24,937.818,3/19/2019,7:09:00 pm,Ewallet,9
257-73-1380,Giza,Naypyitaw,Member,Male,Sports and travel,82.93,348.306,1/20/2019,4:51:00 pm,Ewallet,9.6
345-08-4992,Alex,Yangon,Normal,Male,Home and lifestyle,33.99,214.137,03/08/2019,3:37:00 pm,Credit card,7.7
549-96-4200,Giza,Naypyitaw,Member,Male,Food and beverages,17.04,71.568,03/08/2019,8:15:00 pm,Ewallet,7
810-60-6344,Giza,Naypyitaw,Normal,Female,Electronic accessories,40.86,343.224,02/07/2019,2:38:00 pm,Credit card,6.5
450-28-2866,Giza,Naypyitaw,Member,Male,Food and beverages,17.44,91.56,1/15/2019,7:25:00 pm,Cash,8.1
394-30-3170,Cairo,Mandalay,Member,Female,Sports and travel,88.43,742.812,3/22/2019,7:35:00 pm,Credit card,4.3
138-17-5109,Alex,Yangon,Member,Female,Home and lifestyle,89.21,843.0345,1/15/2019,3:42:00 pm,Credit card,6.5
192-98-7397,Giza,Naypyitaw,Normal,Male,Fashion accessories,12.78,13.419,01/08/2019,2:11:00 pm,Ewallet,9.5
301-11-9629,Alex,Yangon,Normal,Female,Sports and travel,19.1,140.385,1/15/2019,10:43:00 am,Cash,9.7
390-80-5128,Cairo,Mandalay,Member,Female,Health and beauty,19.15,20.1075,1/28/2019,5:58:00 pm,Credit card,9.5
235-46-8343,Giza,Naypyitaw,Member,Male,Food and beverages,27.66,290.43,2/14/2019,11:26:00 am,Credit card,8.9
453-12-7053,Giza,Naypyitaw,Normal,Male,Fashion accessories,45.74,144.081,03/10/2019,5:38:00 pm,Credit card,6.5
296-11-7041,Cairo,Mandalay,Member,Female,Health and beauty,27.07,28.4235,01/12/2019,8:07:00 pm,Credit card,5.3
449-27-2918,Cairo,Mandalay,Member,Female,Sports and travel,39.12,41.076,3/26/2019,11:02:00 am,Credit card,9.6
891-01-7034,Cairo,Mandalay,Normal,Female,Electronic accessories,74.71,470.673,01/01/2019,7:07:00 pm,Cash,6.7
744-09-5786,Cairo,Mandalay,Normal,Male,Electronic accessories,22.01,138.663,01/02/2019,6:50:00 pm,Cash,7.6
727-17-0390,Alex,Yangon,Normal,Female,Food and beverages,63.61,333.9525,3/16/2019,12:43:00 pm,Ewallet,4.8
568-88-3448,Alex,Yangon,Normal,Male,Health and beauty,25,26.25,03/03/2019,3:09:00 pm,Ewallet,5.5
187-83-5490,Alex,Yangon,Member,Male,Electronic accessories,20.77,87.234,1/31/2019,1:47:00 pm,Cash,4.7
767-54-1907,Cairo,Mandalay,Member,Female,Fashion accessories,29.56,155.19,2/13/2019,4:59:00 pm,Cash,6.9
710-46-4433,Cairo,Mandalay,Member,Female,Food and beverages,77.4,731.43,2/15/2019,2:15:00 pm,Credit card,4.5
533-33-5337,Cairo,Mandalay,Normal,Male,Electronic accessories,79.39,833.595,02/07/2019,8:24:00 pm,Cash,6.2
325-90-8763,Giza,Naypyitaw,Member,Female,Electronic accessories,46.57,488.985,1/27/2019,1:58:00 pm,Cash,7.6
729-46-7422,Giza,Naypyitaw,Normal,Male,Food and beverages,35.89,37.6845,2/23/2019,4:52:00 pm,Credit card,7.9
639-76-1242,Giza,Naypyitaw,Normal,Male,Food and beverages,40.52,212.73,02/03/2019,3:19:00 pm,Cash,4.5
234-03-4040,Cairo,Mandalay,Member,Female,Food and beverages,73.05,767.025,03/03/2019,12:25:00 pm,Credit card,8.7
326-71-2155,Giza,Naypyitaw,Normal,Female,Sports and travel,73.95,310.59,02/03/2019,10:02:00 am,Cash,6.1
320-32-8842,Giza,Naypyitaw,Member,Female,Food and beverages,22.62,23.751,3/17/2019,6:58:00 pm,Cash,6.4
470-32-9057,Alex,Yangon,Member,Male,Food and beverages,51.34,269.535,3/28/2019,3:31:00 pm,Credit card,9.1
878-30-2331,Giza,Naypyitaw,Member,Female,Sports and travel,54.55,572.775,03/02/2019,11:22:00 am,Credit card,7.1
440-59-5691,Giza,Naypyitaw,Member,Female,Health and beauty,37.15,273.0525,02/08/2019,1:12:00 pm,Credit card,7.7
554-53-3790,Cairo,Mandalay,Normal,Male,Sports and travel,37.02,233.226,3/22/2019,6:33:00 pm,Cash,4.5
746-19-0921,Giza,Naypyitaw,Normal,Male,Food and beverages,21.58,22.659,02/09/2019,10:02:00 am,Ewallet,7.2
233-34-0817,Giza,Naypyitaw,Member,Female,Electronic accessories,98.84,103.782,2/15/2019,11:21:00 am,Cash,8.4
767-05-1286,Giza,Naypyitaw,Member,Female,Home and lifestyle,83.77,527.751,1/23/2019,12:10:00 pm,Ewallet,5.4
340-21-9136,Alex,Yangon,Member,Female,Sports and travel,40.05,168.21,1/25/2019,11:40:00 am,Cash,9.7
405-31-3305,Alex,Yangon,Member,Male,Fashion accessories,43.13,452.865,02/02/2019,6:31:00 pm,Credit card,5.5
731-59-7531,Cairo,Mandalay,Member,Male,Health and beauty,72.57,609.588,3/30/2019,5:58:00 pm,Cash,4.6
676-39-6028,Alex,Yangon,Member,Female,Electronic accessories,64.44,338.31,3/30/2019,5:04:00 pm,Cash,6.6
502-05-1910,Alex,Yangon,Normal,Male,Health and beauty,65.18,205.317,2/25/2019,8:35:00 pm,Credit card,6.3
485-30-8700,Alex,Yangon,Normal,Female,Sports and travel,33.26,174.615,3/18/2019,4:10:00 pm,Credit card,4.2
598-47-9715,Giza,Naypyitaw,Normal,Male,Electronic accessories,84.07,353.094,03/07/2019,4:54:00 pm,Ewallet,4.4
701-69-8742,Cairo,Mandalay,Normal,Male,Sports and travel,34.37,360.885,3/16/2019,10:11:00 am,Ewallet,6.7
575-67-1508,Alex,Yangon,Normal,Male,Electronic accessories,38.6,40.53,1/29/2019,11:26:00 am,Ewallet,6.7
541-08-3113,Giza,Naypyitaw,Normal,Male,Food and beverages,65.97,554.148,02/02/2019,8:29:00 pm,Cash,8.4
246-11-3901,Giza,Naypyitaw,Normal,Female,Electronic accessories,32.8,344.4,2/15/2019,12:12:00 pm,Cash,6.2
674-15-9296,Alex,Yangon,Normal,Male,Sports and travel,37.14,194.985,01/08/2019,1:05:00 pm,Ewallet,5
305-18-3552,Cairo,Mandalay,Member,Male,Home and lifestyle,60.38,633.99,02/12/2019,4:19:00 pm,Cash,6
493-65-6248,Giza,Naypyitaw,Member,Female,Sports and travel,36.98,388.29,01/01/2019,7:48:00 pm,Credit card,7
438-01-4015,Cairo,Mandalay,Member,Female,Sports and travel,49.49,207.858,3/21/2019,3:25:00 pm,Ewallet,6.6
709-58-4068,Cairo,Mandalay,Normal,Female,Fashion accessories,41.09,431.445,2/28/2019,2:42:00 pm,Cash,7.3
795-49-7276,Alex,Yangon,Normal,Male,Fashion accessories,37.15,156.03,3/23/2019,6:59:00 pm,Ewallet,8.3
556-72-8512,Giza,Naypyitaw,Normal,Male,Home and lifestyle,22.96,24.108,1/30/2019,8:47:00 pm,Cash,4.3
627-95-3243,Cairo,Mandalay,Member,Female,Home and lifestyle,77.68,734.076,02/04/2019,1:21:00 pm,Ewallet,9.8
686-41-0932,Cairo,Mandalay,Normal,Female,Fashion accessories,34.7,72.87,3/13/2019,7:48:00 pm,Ewallet,8.2
510-09-5628,Alex,Yangon,Member,Female,Fashion accessories,19.66,206.43,3/15/2019,6:20:00 pm,Credit card,7.2
608-04-3797,Cairo,Mandalay,Member,Female,Health and beauty,25.32,212.688,03/05/2019,8:24:00 pm,Ewallet,8.7
148-82-2527,Giza,Naypyitaw,Member,Female,Home and lifestyle,12.12,127.26,03/05/2019,1:44:00 pm,Credit card,8.4
437-53-3084,Cairo,Mandalay,Normal,Male,Fashion accessories,99.89,209.769,2/26/2019,11:48:00 am,Ewallet,7.1
632-32-4574,Cairo,Mandalay,Normal,Male,Sports and travel,75.92,637.728,3/20/2019,2:14:00 pm,Cash,5.5
556-97-7101,Giza,Naypyitaw,Normal,Female,Electronic accessories,63.22,132.762,01/01/2019,3:51:00 pm,Cash,8.5
862-59-8517,Giza,Naypyitaw,Normal,Female,Food and beverages,90.24,568.512,1/27/2019,11:17:00 am,Cash,6.2
401-18-8016,Cairo,Mandalay,Member,Female,Sports and travel,98.13,103.0365,1/21/2019,5:36:00 pm,Cash,8.9
420-18-8989,Alex,Yangon,Member,Female,Sports and travel,51.52,432.768,02/02/2019,3:47:00 pm,Cash,9.6
277-63-2961,Cairo,Mandalay,Member,Male,Sports and travel,73.97,77.6685,02/03/2019,3:53:00 pm,Credit card,5.4
573-98-8548,Giza,Naypyitaw,Member,Female,Fashion accessories,31.9,33.495,01/05/2019,12:40:00 pm,Ewallet,9.1
620-02-2046,Giza,Naypyitaw,Normal,Male,Home and lifestyle,69.4,145.74,1/27/2019,7:48:00 pm,Ewallet,9
282-35-2475,Cairo,Mandalay,Normal,Female,Sports and travel,93.31,195.951,3/25/2019,5:53:00 pm,Cash,6.3
511-54-3087,Cairo,Mandalay,Normal,Male,Sports and travel,88.45,92.8725,2/25/2019,4:36:00 pm,Credit card,9.5
726-29-6793,Alex,Yangon,Member,Male,Electronic accessories,24.18,203.112,1/28/2019,8:54:00 pm,Ewallet,9.8
387-49-4215,Cairo,Mandalay,Member,Female,Sports and travel,48.5,152.775,01/08/2019,12:50:00 pm,Cash,6.7
862-17-9201,Cairo,Mandalay,Normal,Female,Food and beverages,84.05,529.515,1/29/2019,10:48:00 am,Credit card,7.7
291-21-5991,Cairo,Mandalay,Member,Male,Health and beauty,61.29,321.7725,3/29/2019,2:28:00 pm,Cash,7
602-80-9671,Giza,Naypyitaw,Member,Female,Home and lifestyle,15.95,100.485,02/09/2019,5:15:00 pm,Credit card,5.1
347-72-6115,Cairo,Mandalay,Member,Female,Sports and travel,90.74,666.939,1/16/2019,6:03:00 pm,Credit card,6.2
209-61-0206,Alex,Yangon,Normal,Female,Home and lifestyle,42.91,225.2775,01/05/2019,5:29:00 pm,Ewallet,6.1
595-27-4851,Alex,Yangon,Normal,Female,Fashion accessories,54.28,398.958,1/27/2019,6:05:00 pm,Ewallet,9.3
189-52-0236,Alex,Yangon,Normal,Male,Electronic accessories,99.55,731.6925,3/14/2019,12:07:00 pm,Cash,7.6
503-07-0930,Giza,Naypyitaw,Member,Male,Sports and travel,58.39,429.1665,2/23/2019,7:49:00 pm,Credit card,8.2
413-20-6708,Giza,Naypyitaw,Member,Female,Fashion accessories,51.47,54.0435,3/18/2019,3:52:00 pm,Ewallet,8.5
425-85-2085,Cairo,Mandalay,Member,Male,Health and beauty,54.86,288.015,3/29/2019,4:48:00 pm,Ewallet,9.8
521-18-7827,Giza,Naypyitaw,Member,Male,Home and lifestyle,39.39,206.7975,1/22/2019,8:46:00 pm,Credit card,8.7
220-28-1851,Alex,Yangon,Normal,Male,Home and lifestyle,34.73,72.933,03/01/2019,6:14:00 pm,Ewallet,9.7
600-38-9738,Giza,Naypyitaw,Member,Male,Sports and travel,71.92,377.58,1/17/2019,3:05:00 pm,Credit card,4.3
734-91-1155,Cairo,Mandalay,Normal,Female,Electronic accessories,45.71,143.9865,3/26/2019,10:34:00 am,Credit card,7.7
451-28-5717,Giza,Naypyitaw,Member,Female,Home and lifestyle,83.17,523.971,3/20/2019,11:23:00 am,Cash,7.3
609-81-8548,Alex,Yangon,Member,Female,Home and lifestyle,37.44,235.872,02/06/2019,1:55:00 pm,Credit card,5.9
133-14-7229,Giza,Naypyitaw,Normal,Male,Health and beauty,62.87,132.027,01/01/2019,11:43:00 am,Cash,5
534-01-4457,Alex,Yangon,Normal,Male,Food and beverages,81.71,514.773,1/27/2019,2:36:00 pm,Credit card,8
719-89-8991,Alex,Yangon,Member,Female,Sports and travel,91.41,479.9025,2/25/2019,4:03:00 pm,Ewallet,7.1
286-62-6248,Cairo,Mandalay,Normal,Male,Fashion accessories,39.21,164.682,1/16/2019,8:03:00 pm,Credit card,9
339-38-9982,Cairo,Mandalay,Member,Male,Fashion accessories,59.86,125.706,1/13/2019,2:55:00 pm,Ewallet,6.7
827-44-5872,Cairo,Mandalay,Member,Female,Food and beverages,54.36,570.78,02/07/2019,11:28:00 am,Credit card,6.1
827-77-7633,Alex,Yangon,Normal,Male,Sports and travel,98.09,926.9505,2/17/2019,7:41:00 pm,Cash,9.3
287-83-1405,Alex,Yangon,Normal,Male,Health and beauty,25.43,160.209,02/12/2019,7:01:00 pm,Ewallet,7
435-13-4908,Alex,Yangon,Member,Male,Fashion accessories,86.68,728.112,1/24/2019,6:04:00 pm,Credit card,7.2
857-67-9057,Cairo,Mandalay,Normal,Male,Electronic accessories,22.95,240.975,02/06/2019,7:20:00 pm,Ewallet,8.2
236-27-1144,Giza,Naypyitaw,Normal,Female,Food and beverages,16.31,154.1295,3/26/2019,10:31:00 am,Ewallet,8.4
892-05-6689,Alex,Yangon,Normal,Female,Home and lifestyle,28.32,148.68,03/11/2019,1:28:00 pm,Ewallet,6.2
583-41-4548,Giza,Naypyitaw,Normal,Male,Home and lifestyle,16.67,122.5245,02/07/2019,11:36:00 am,Ewallet,7.4
339-12-4827,Cairo,Mandalay,Member,Female,Fashion accessories,73.96,77.658,01/05/2019,11:32:00 am,Credit card,5
643-38-7867,Alex,Yangon,Normal,Male,Home and lifestyle,97.94,102.837,03/07/2019,11:44:00 am,Ewallet,6.9
308-81-0538,Alex,Yangon,Normal,Female,Fashion accessories,73.05,306.81,2/25/2019,5:16:00 pm,Credit card,4.9
358-88-9262,Giza,Naypyitaw,Member,Female,Food and beverages,87.48,551.124,02/01/2019,6:43:00 pm,Ewallet,5.1
460-35-4390,Alex,Yangon,Normal,Male,Home and lifestyle,30.68,96.642,1/22/2019,11:00:00 am,Ewallet,9.1
343-87-0864,Giza,Naypyitaw,Member,Male,Health and beauty,75.88,79.674,01/03/2019,10:30:00 am,Credit card,7.1
173-50-1108,Cairo,Mandalay,Member,Female,Sports and travel,20.18,84.756,2/13/2019,12:14:00 pm,Credit card,5
243-47-2663,Giza,Naypyitaw,Member,Male,Electronic accessories,18.77,118.251,1/28/2019,4:43:00 pm,Credit card,5.5
841-18-8232,Cairo,Mandalay,Normal,Female,Food and beverages,71.2,74.76,01/05/2019,8:40:00 pm,Credit card,9.2
701-23-5550,Cairo,Mandalay,Member,Male,Home and lifestyle,38.81,163.002,3/19/2019,1:40:00 pm,Ewallet,4.9
647-50-1224,Alex,Yangon,Normal,Female,Fashion accessories,29.42,308.91,01/12/2019,4:23:00 pm,Ewallet,8.9
541-48-8554,Alex,Yangon,Normal,Male,Sports and travel,60.95,575.9775,01/07/2019,12:08:00 pm,Credit card,6
539-21-7227,Cairo,Mandalay,Normal,Female,Sports and travel,51.54,270.585,1/26/2019,5:45:00 pm,Cash,4.2
213-32-1216,Alex,Yangon,Normal,Female,Electronic accessories,66.06,416.178,1/23/2019,10:28:00 am,Cash,7.3
747-58-7183,Cairo,Mandalay,Normal,Male,Fashion accessories,57.27,180.4005,02/09/2019,8:31:00 pm,Ewallet,6.5
582-52-8065,Cairo,Mandalay,Normal,Female,Fashion accessories,54.31,513.2295,2/22/2019,10:49:00 am,Cash,8.9
210-57-1719,Cairo,Mandalay,Normal,Female,Health and beauty,58.24,550.368,02/05/2019,12:34:00 pm,Cash,9.7
399-69-4630,Giza,Naypyitaw,Normal,Male,Electronic accessories,22.21,139.923,03/07/2019,10:23:00 am,Credit card,8.6
134-75-2619,Alex,Yangon,Member,Male,Electronic accessories,19.32,142.002,3/25/2019,6:51:00 pm,Cash,6.9
356-44-8813,Cairo,Mandalay,Normal,Male,Home and lifestyle,37.48,118.062,1/20/2019,1:45:00 pm,Credit card,7.7
198-66-9832,Cairo,Mandalay,Member,Female,Fashion accessories,72.04,151.284,02/04/2019,7:38:00 pm,Cash,9.5
283-26-5248,Giza,Naypyitaw,Member,Female,Food and beverages,98.52,1034.46,1/30/2019,8:23:00 pm,Ewallet,4.5
712-39-0363,Alex,Yangon,Member,Male,Food and beverages,41.66,262.458,01/02/2019,3:24:00 pm,Ewallet,5.6
218-59-9410,Alex,Yangon,Member,Female,Home and lifestyle,72.42,228.123,3/29/2019,4:54:00 pm,Ewallet,8.2
174-75-0888,Cairo,Mandalay,Normal,Male,Electronic accessories,21.58,203.931,3/14/2019,12:32:00 pm,Cash,7.3
866-99-7614,Giza,Naypyitaw,Normal,Male,Food and beverages,89.2,936.6,02/11/2019,3:42:00 pm,Credit card,4.4
134-54-4720,Cairo,Mandalay,Normal,Female,Electronic accessories,42.42,356.328,1/30/2019,1:58:00 pm,Ewallet,5.7
760-90-2357,Alex,Yangon,Member,Male,Electronic accessories,74.51,469.413,3/20/2019,3:08:00 pm,Ewallet,5
514-37-2845,Cairo,Mandalay,Normal,Male,Fashion accessories,99.25,208.425,3/20/2019,1:02:00 pm,Cash,9
698-98-5964,Alex,Yangon,Normal,Female,Food and beverages,81.21,852.705,1/17/2019,1:01:00 pm,Credit card,6.3
718-57-9773,Giza,Naypyitaw,Normal,Female,Sports and travel,49.33,517.965,02/03/2019,4:40:00 pm,Credit card,9.4
651-88-7328,Alex,Yangon,Normal,Female,Fashion accessories,65.74,621.243,01/01/2019,1:55:00 pm,Cash,7.7
241-11-2261,Cairo,Mandalay,Normal,Female,Fashion accessories,79.86,586.971,01/10/2019,10:33:00 am,Credit card,5.5
408-26-9866,Giza,Naypyitaw,Normal,Female,Sports and travel,73.98,543.753,03/02/2019,4:42:00 pm,Ewallet,4.1
834-83-1826,Cairo,Mandalay,Member,Female,Home and lifestyle,82.04,430.71,2/25/2019,5:16:00 pm,Credit card,7.6
343-61-3544,Cairo,Mandalay,Member,Male,Sports and travel,26.67,280.035,1/29/2019,11:48:00 am,Cash,8.6
239-48-4278,Alex,Yangon,Member,Male,Food and beverages,10.13,74.4555,03/10/2019,7:35:00 pm,Ewallet,8.3
355-34-6244,Cairo,Mandalay,Normal,Male,Food and beverages,72.39,152.019,1/13/2019,7:55:00 pm,Credit card,8.1
550-84-8664,Alex,Yangon,Normal,Male,Sports and travel,85.91,451.0275,3/22/2019,2:33:00 pm,Credit card,8.6
339-96-8318,Cairo,Mandalay,Member,Male,Fashion accessories,81.31,597.6285,03/01/2019,7:49:00 pm,Ewallet,6.3
458-61-0011,Cairo,Mandalay,Normal,Male,Food and beverages,60.3,253.26,2/20/2019,6:43:00 pm,Cash,5.8
592-34-6155,Giza,Naypyitaw,Normal,Male,Food and beverages,31.77,133.434,1/14/2019,2:43:00 pm,Ewallet,6.2
797-88-0493,Alex,Yangon,Normal,Female,Health and beauty,64.27,269.934,3/26/2019,1:54:00 pm,Cash,7.7
207-73-1363,Cairo,Mandalay,Normal,Male,Health and beauty,69.51,145.971,03/01/2019,12:15:00 pm,Ewallet,8.1
390-31-6381,Giza,Naypyitaw,Normal,Male,Food and beverages,27.22,85.743,01/07/2019,12:37:00 pm,Cash,7.3
443-82-0585,Alex,Yangon,Member,Female,Health and beauty,77.68,326.256,02/01/2019,7:54:00 pm,Cash,8.4
339-18-7061,Giza,Naypyitaw,Member,Female,Fashion accessories,92.98,195.258,2/13/2019,3:06:00 pm,Credit card,8
359-90-3665,Cairo,Mandalay,Member,Female,Fashion accessories,18.08,75.936,1/14/2019,6:03:00 pm,Credit card,9.5
375-72-3056,Cairo,Mandalay,Normal,Male,Sports and travel,63.06,198.639,1/19/2019,3:58:00 pm,Ewallet,7
127-47-6963,Alex,Yangon,Normal,Male,Health and beauty,51.71,217.182,03/09/2019,1:53:00 pm,Credit card,9.8
278-86-2735,Alex,Yangon,Normal,Female,Food and beverages,52.34,164.871,3/27/2019,2:03:00 pm,Cash,9.2
695-28-6250,Alex,Yangon,Normal,Female,Sports and travel,43.06,226.065,02/04/2019,4:38:00 pm,Ewallet,7.7
379-17-6588,Giza,Naypyitaw,Normal,Male,Fashion accessories,59.61,625.905,3/14/2019,11:07:00 am,Cash,5.3
227-50-3718,Alex,Yangon,Normal,Male,Health and beauty,14.62,76.755,03/04/2019,12:23:00 pm,Cash,4.4
302-15-2162,Giza,Naypyitaw,Member,Male,Health and beauty,46.53,293.139,03/03/2019,10:54:00 am,Credit card,4.3
788-07-8452,Giza,Naypyitaw,Member,Female,Home and lifestyle,24.24,178.164,1/27/2019,5:38:00 pm,Ewallet,9.4
560-49-6611,Alex,Yangon,Member,Female,Sports and travel,45.58,47.859,02/07/2019,2:13:00 pm,Cash,9.8
880-35-0356,Alex,Yangon,Member,Female,Sports and travel,75.2,236.88,02/05/2019,11:51:00 am,Ewallet,4.8
585-11-6748,Cairo,Mandalay,Member,Male,Sports and travel,96.8,304.92,3/15/2019,1:05:00 pm,Cash,5.3
470-31-3286,Cairo,Mandalay,Normal,Male,Health and beauty,14.82,46.683,03/01/2019,11:30:00 am,Credit card,8.7
152-68-2907,Alex,Yangon,Normal,Male,Food and beverages,52.2,164.43,2/15/2019,1:30:00 pm,Credit card,9.5
123-35-4896,Giza,Naypyitaw,Normal,Female,Sports and travel,46.66,440.937,2/17/2019,7:11:00 pm,Ewallet,5.3
258-69-7810,Giza,Naypyitaw,Normal,Female,Fashion accessories,36.85,193.4625,1/26/2019,6:53:00 pm,Cash,9.2
334-64-2006,Alex,Yangon,Member,Female,Home and lifestyle,70.32,147.672,3/24/2019,2:22:00 pm,Ewallet,9.6
219-61-4139,Giza,Naypyitaw,Normal,Male,Electronic accessories,83.08,87.234,1/23/2019,5:16:00 pm,Ewallet,6.4
881-41-7302,Giza,Naypyitaw,Normal,Female,Fashion accessories,64.99,68.2395,1/26/2019,10:06:00 am,Credit card,4.5
373-09-4567,Giza,Naypyitaw,Normal,Male,Food and beverages,77.56,814.38,3/14/2019,8:35:00 pm,Ewallet,6.9
642-30-6693,Cairo,Mandalay,Normal,Female,Sports and travel,54.51,343.413,3/17/2019,1:54:00 pm,Ewallet,7.8
484-22-8230,Giza,Naypyitaw,Member,Female,Fashion accessories,51.89,381.3915,01/08/2019,8:08:00 pm,Cash,4.5
830-58-2383,Cairo,Mandalay,Normal,Male,Home and lifestyle,31.75,133.35,02/08/2019,3:26:00 pm,Cash,8.6
559-98-9873,Alex,Yangon,Member,Female,Fashion accessories,53.65,394.3275,02/10/2019,12:56:00 pm,Ewallet,5.2
544-32-5024,Giza,Naypyitaw,Member,Female,Food and beverages,49.79,209.118,3/28/2019,7:16:00 pm,Credit card,6.4
318-12-0304,Alex,Yangon,Normal,Male,Fashion accessories,30.61,32.1405,1/23/2019,12:20:00 pm,Ewallet,5.2
349-97-8902,Cairo,Mandalay,Member,Male,Food and beverages,57.89,121.569,1/17/2019,10:37:00 am,Ewallet,8.9
421-95-9805,Alex,Yangon,Normal,Female,Electronic accessories,28.96,30.408,02/07/2019,10:18:00 am,Credit card,6.2
277-35-5865,Giza,Naypyitaw,Member,Female,Food and beverages,98.97,935.2665,03/09/2019,11:23:00 am,Cash,6.7
789-23-8625,Cairo,Mandalay,Member,Male,Fashion accessories,93.22,293.643,1/24/2019,11:45:00 am,Cash,7.2
284-54-4231,Giza,Naypyitaw,Member,Male,Sports and travel,80.93,84.9765,1/19/2019,4:08:00 pm,Credit card,9
443-59-0061,Alex,Yangon,Member,Male,Food and beverages,67.45,708.225,02/03/2019,11:25:00 am,Ewallet,4.2
509-29-3912,Alex,Yangon,Member,Female,Sports and travel,38.72,365.904,3/20/2019,12:24:00 pm,Ewallet,4.2
327-40-9673,Cairo,Mandalay,Member,Male,Sports and travel,72.6,457.38,1/13/2019,7:51:00 pm,Cash,6.9
840-19-2096,Giza,Naypyitaw,Member,Male,Electronic accessories,87.91,461.5275,3/14/2019,6:10:00 pm,Ewallet,4.4
828-46-6863,Alex,Yangon,Member,Male,Food and beverages,98.53,620.739,1/23/2019,11:22:00 am,Credit card,4
641-96-3695,Giza,Naypyitaw,Member,Female,Fashion accessories,43.46,273.798,02/07/2019,5:55:00 pm,Ewallet,8.5
420-97-3340,Alex,Yangon,Normal,Female,Food and beverages,71.68,225.792,3/28/2019,3:30:00 pm,Credit card,9.2
436-54-4512,Alex,Yangon,Member,Female,Food and beverages,91.61,96.1905,3/20/2019,7:44:00 pm,Cash,9.8
670-79-6321,Cairo,Mandalay,Member,Female,Home and lifestyle,94.59,695.2365,1/17/2019,3:27:00 pm,Credit card,4.9
852-62-7105,Cairo,Mandalay,Normal,Female,Fashion accessories,83.25,874.125,01/12/2019,11:25:00 am,Credit card,4.4
598-06-7312,Cairo,Mandalay,Member,Male,Fashion accessories,91.35,95.9175,2/16/2019,3:42:00 pm,Cash,6.8
135-13-8269,Cairo,Mandalay,Member,Female,Food and beverages,78.88,165.648,1/26/2019,4:04:00 pm,Cash,9.1
816-57-2053,Alex,Yangon,Normal,Male,Sports and travel,60.87,127.827,03/09/2019,12:37:00 pm,Ewallet,8.7
628-90-8624,Cairo,Mandalay,Member,Male,Health and beauty,82.58,867.09,3/14/2019,2:41:00 pm,Cash,5
856-66-2701,Alex,Yangon,Member,Male,Home and lifestyle,53.3,167.895,1/25/2019,2:19:00 pm,Ewallet,7.5
308-39-1707,Alex,Yangon,Normal,Female,Fashion accessories,12.09,12.6945,1/26/2019,6:19:00 pm,Credit card,8.2
149-61-1929,Alex,Yangon,Normal,Male,Sports and travel,64.19,673.995,1/19/2019,2:08:00 pm,Credit card,6.7
655-07-2265,Alex,Yangon,Normal,Male,Electronic accessories,78.31,246.6765,03/05/2019,4:38:00 pm,Ewallet,5.4
589-02-8023,Alex,Yangon,Member,Male,Food and beverages,83.77,175.917,1/15/2019,10:54:00 am,Credit card,7
420-04-7590,Cairo,Mandalay,Normal,Male,Home and lifestyle,99.7,314.055,3/18/2019,11:29:00 am,Ewallet,4.7
182-88-2763,Cairo,Mandalay,Member,Male,Food and beverages,79.91,251.7165,3/20/2019,7:28:00 pm,Credit card,5
188-55-0967,Cairo,Mandalay,Member,Male,Health and beauty,66.47,697.935,1/15/2019,3:01:00 pm,Credit card,5
610-46-4100,Alex,Yangon,Normal,Male,Health and beauty,28.95,212.7825,03/03/2019,8:31:00 pm,Credit card,6
318-81-2368,Giza,Naypyitaw,Normal,Female,Electronic accessories,46.2,48.51,3/19/2019,12:16:00 pm,Cash,6.3
364-33-8584,Cairo,Mandalay,Member,Female,Food and beverages,17.63,92.5575,03/08/2019,3:27:00 pm,Cash,8.5
665-63-9737,Cairo,Mandalay,Normal,Male,Fashion accessories,52.42,165.123,2/27/2019,5:36:00 pm,Ewallet,7.5
695-09-5146,Cairo,Mandalay,Member,Female,Food and beverages,98.79,311.1885,2/23/2019,8:00:00 pm,Ewallet,6.4
155-45-3814,Giza,Naypyitaw,Member,Female,Electronic accessories,88.55,743.82,3/19/2019,3:29:00 pm,Ewallet,4.7
794-32-2436,Cairo,Mandalay,Member,Male,Electronic accessories,55.67,116.907,3/27/2019,3:08:00 pm,Ewallet,6
131-15-8856,Giza,Naypyitaw,Member,Female,Food and beverages,72.52,609.168,3/30/2019,7:26:00 pm,Credit card,4
273-84-2164,Giza,Naypyitaw,Member,Male,Electronic accessories,12.05,63.2625,2/16/2019,3:53:00 pm,Ewallet,5.5
706-36-6154,Alex,Yangon,Member,Male,Home and lifestyle,19.36,182.952,1/18/2019,6:43:00 pm,Ewallet,8.7
